               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,              0.0162,            0.014656,           0.0030951,             0.83355,             0.73669,             0.79408,             0.58768,            0.029998,            0.021249,           0.0088564,           0.0021717,           0.0021717,           0.0021717
                 155,            0.016122,            0.014472,            0.003168,             0.83438,             0.73629,             0.79416,             0.58793,            0.030005,            0.021274,           0.0088595,           0.0021245,           0.0021245,           0.0021245
                 156,             0.01608,            0.014504,           0.0030371,             0.83508,             0.73576,             0.79422,             0.58808,            0.030009,            0.021299,           0.0088689,           0.0020782,           0.0020782,           0.0020782
                 157,            0.016019,            0.014662,           0.0031573,             0.83602,             0.73521,             0.79405,             0.58761,            0.030014,            0.021329,            0.008877,           0.0020327,           0.0020327,           0.0020327
                 158,            0.015889,            0.014533,            0.003084,             0.83393,             0.73694,             0.79402,             0.58766,            0.030019,            0.021356,           0.0088829,           0.0019881,           0.0019881,           0.0019881
                 159,            0.015887,            0.014536,           0.0030621,             0.83519,             0.73586,             0.79409,             0.58774,            0.030022,            0.021385,           0.0088877,           0.0019443,           0.0019443,           0.0019443
                 160,             0.01574,            0.014283,           0.0028979,             0.83586,             0.73487,             0.79412,             0.58782,            0.030028,            0.021413,           0.0088938,           0.0019014,           0.0019014,           0.0019014
                 161,            0.015693,            0.014245,            0.003042,             0.84231,             0.73032,             0.79419,              0.5878,            0.030033,            0.021439,           0.0088977,           0.0018594,           0.0018594,           0.0018594
                 162,            0.015517,            0.014449,           0.0030087,             0.84137,             0.73065,             0.79423,             0.58786,            0.030038,            0.021464,           0.0089013,           0.0018183,           0.0018183,           0.0018183
                 163,            0.015578,            0.014252,            0.002955,             0.84369,             0.72894,             0.79392,             0.58795,            0.030044,            0.021494,           0.0089037,           0.0017781,           0.0017781,           0.0017781
                 164,            0.015677,            0.014121,           0.0030194,             0.84379,             0.72909,             0.79408,             0.58808,            0.030052,            0.021526,           0.0089072,           0.0017389,           0.0017389,           0.0017389
                 165,            0.015375,            0.014016,           0.0028478,             0.84383,             0.72885,             0.79387,             0.58805,            0.030059,            0.021555,           0.0089103,           0.0017005,           0.0017005,           0.0017005
                 166,            0.015226,            0.013858,           0.0027229,              0.8338,             0.73634,             0.79395,             0.58819,            0.030066,            0.021584,           0.0089138,           0.0016631,           0.0016631,           0.0016631
                 167,            0.015255,            0.013915,           0.0027424,             0.84064,             0.73157,             0.79399,              0.5883,            0.030072,            0.021612,           0.0089153,           0.0016267,           0.0016267,           0.0016267
                 168,            0.015112,            0.013858,           0.0029143,             0.84578,             0.72766,             0.79382,             0.58822,            0.030076,            0.021638,           0.0089203,           0.0015912,           0.0015912,           0.0015912
                 169,            0.015287,            0.014014,           0.0028769,             0.84526,              0.7282,             0.79401,             0.58843,            0.030083,            0.021664,           0.0089259,           0.0015566,           0.0015566,           0.0015566
                 170,            0.015101,            0.013699,           0.0027917,             0.84303,             0.72993,             0.79384,             0.58862,            0.030089,            0.021688,           0.0089345,           0.0015231,           0.0015231,           0.0015231
                 171,            0.014891,            0.013537,           0.0026897,             0.83763,             0.73381,             0.79376,             0.58867,            0.030097,            0.021715,           0.0089407,           0.0014905,           0.0014905,           0.0014905
                 172,            0.014758,            0.013511,           0.0027347,             0.83979,             0.73267,             0.79381,             0.58876,            0.030105,            0.021742,           0.0089472,           0.0014589,           0.0014589,           0.0014589
                 173,            0.014859,             0.01356,           0.0027081,             0.83978,             0.73273,             0.79387,             0.58902,            0.030114,            0.021772,           0.0089545,           0.0014283,           0.0014283,           0.0014283
                 174,            0.014795,            0.013581,           0.0026421,             0.83827,             0.73354,             0.79395,             0.58879,             0.03012,            0.021802,           0.0089617,           0.0013987,           0.0013987,           0.0013987
                 175,            0.014867,            0.013565,           0.0026735,             0.83803,              0.7334,             0.79378,              0.5889,            0.030127,            0.021832,            0.008967,           0.0013701,           0.0013701,           0.0013701
                 176,            0.014545,            0.013517,           0.0026085,             0.83727,             0.73386,             0.79374,             0.58898,            0.030136,            0.021863,           0.0089753,           0.0013425,           0.0013425,           0.0013425
                 177,            0.014692,            0.013449,           0.0026777,             0.83519,             0.73541,             0.79373,             0.58904,            0.030144,            0.021893,           0.0089848,            0.001316,            0.001316,            0.001316
                 178,            0.014526,              0.0134,           0.0026555,             0.83438,             0.73577,             0.79361,             0.58913,            0.030153,            0.021923,           0.0089946,           0.0012905,           0.0012905,           0.0012905
                 179,            0.014536,            0.013304,           0.0024894,             0.83198,             0.73747,             0.79357,             0.58924,             0.03016,            0.021952,           0.0090025,            0.001266,            0.001266,            0.001266
                 180,            0.014468,            0.013248,           0.0024829,             0.83579,             0.73455,             0.79342,             0.58923,            0.030167,            0.021983,           0.0090116,           0.0012426,           0.0012426,           0.0012426
                 181,            0.014311,            0.013159,           0.0024949,             0.83457,             0.73543,             0.79332,             0.58923,            0.030176,            0.022015,           0.0090213,           0.0012202,           0.0012202,           0.0012202
                 182,            0.014482,            0.013153,           0.0023674,             0.82945,             0.73899,             0.79322,             0.58916,            0.030185,            0.022046,           0.0090325,           0.0011989,           0.0011989,           0.0011989
                 183,            0.014304,             0.01292,           0.0025315,             0.83662,             0.73355,              0.7931,             0.58908,            0.030194,            0.022077,            0.009042,           0.0011787,           0.0011787,           0.0011787
                 184,            0.014221,            0.013068,           0.0024876,             0.83664,             0.73345,             0.79303,             0.58918,            0.030202,            0.022108,           0.0090512,           0.0011595,           0.0011595,           0.0011595
                 185,            0.014067,            0.013167,           0.0023969,             0.83811,             0.73252,             0.79298,             0.58911,            0.030211,            0.022141,           0.0090615,           0.0011414,           0.0011414,           0.0011414
                 186,            0.014286,            0.013071,           0.0025428,             0.83867,             0.73188,             0.79318,             0.58926,            0.030221,            0.022174,           0.0090722,           0.0011243,           0.0011243,           0.0011243
                 187,            0.014127,            0.013001,           0.0024141,              0.8374,             0.73255,             0.79313,             0.58924,            0.030233,            0.022206,           0.0090862,           0.0011084,           0.0011084,           0.0011084
                 188,            0.013993,            0.012919,           0.0023684,             0.82923,             0.73887,              0.7932,             0.58913,            0.030245,            0.022236,           0.0090992,           0.0010935,           0.0010935,           0.0010935
                 189,            0.014088,            0.012895,           0.0023995,              0.8293,             0.73859,              0.7931,             0.58934,            0.030256,            0.022269,           0.0091121,           0.0010797,           0.0010797,           0.0010797
                 190,            0.014106,             0.01302,           0.0022652,             0.84052,             0.73025,             0.79306,             0.58945,            0.030266,            0.022297,            0.009124,            0.001067,            0.001067,            0.001067
                 191,            0.013944,            0.012932,            0.002378,             0.83178,             0.73624,             0.79283,             0.58938,            0.030276,            0.022329,           0.0091358,           0.0010554,           0.0010554,           0.0010554
                 192,            0.013943,            0.012827,           0.0024041,             0.82916,             0.73824,             0.79273,             0.58954,            0.030288,            0.022362,           0.0091451,           0.0010449,           0.0010449,           0.0010449
                 193,            0.013809,            0.012755,           0.0023878,             0.82963,             0.73743,             0.79258,             0.58942,            0.030298,            0.022395,           0.0091565,           0.0010355,           0.0010355,           0.0010355
                 194,            0.013923,            0.012896,           0.0023254,             0.83261,             0.73518,             0.79256,              0.5894,            0.030309,            0.022426,           0.0091696,           0.0010272,           0.0010272,           0.0010272
                 195,            0.013904,             0.01292,            0.002466,             0.82989,             0.73729,             0.79247,             0.58938,            0.030319,             0.02246,           0.0091823,             0.00102,             0.00102,             0.00102
                 196,            0.013861,            0.012731,           0.0023935,             0.83672,             0.73186,             0.79236,             0.58943,            0.030329,            0.022489,           0.0091952,           0.0010139,           0.0010139,           0.0010139
                 197,            0.013968,            0.012715,           0.0024463,             0.84004,             0.72933,              0.7922,             0.58941,             0.03034,             0.02252,           0.0092064,           0.0010089,           0.0010089,           0.0010089
                 198,            0.013856,            0.012788,           0.0023822,             0.83489,             0.73309,             0.79224,             0.58943,            0.030351,            0.022549,           0.0092162,            0.001005,            0.001005,            0.001005
                 199,            0.013669,            0.012551,            0.002312,             0.83534,             0.73314,             0.79217,             0.58943,            0.030363,             0.02258,           0.0092263,           0.0010022,           0.0010022,           0.0010022
